	seqfeature_source	dbxref	bioentry_path	biosequence	location	location_qualifier_value	term_synonym	term_relationship_term	seqfeature_path	dbxref_qualifier_value	bioentry_qualifier_value	ontology_path	taxa	bioentry_taxa	seqfeature_dbxref	bioentry_description	bioentry_relationship	bioentry_keywords	seqfeature_key	seqfeature_qualifier	ontology_dbxref	bioentry_dblink	taxon	seqfeature_location	seqfeature_relationship	taxon_name	remote_seqfeature_name	term_path	seqfeature	seqfeature_qualifier_value	ontology_term	ontology	term_dbxref	bioentry_direct_links	biodatabase	reference	term	cache_corba_support	ontology_relationship	term_relationship	bioentry_reference	bioentry_dbxref	comment	bioentry	bioentry_date	
taxon_name	0	1	0	2	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	2	1	1	-	0	0	2	1	1	1	0	0	1	1	0	0	1	0	1	1	1	2	0
remote_seqfeature_name	0	0	0	2	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	2	1	0	-	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	2	0
term_path	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
seqfeature	1	1	0	3	0	2	0	0	0	2	2	1	1	1	0	0	1	0	0	0	1	3	3	2	2	2	1	0	-	2	3	1	0	1	1	3	0	0	1	0	2	1	2	3	0
seqfeature_qualifier_value	0	2	1	3	1	4	0	0	1	4	4	1	1	1	0	1	2	1	1	1	2	1	2	3	3	1	1	0	2	-	4	1	1	2	0	3	1	0	1	0	2	0	2	2	1
ontology_term	1	2	1	3	1	4	0	0	1	4	4	1	2	1	0	1	2	1	1	1	2	1	2	3	3	1	1	0	3	4	-	1	1	2	1	3	1	0	1	0	2	0	2	2	1
ontology	0	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	-	0	0	0	1	0	0	1	0	1	0	1	1	0
term_dbxref	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	-	0	0	0	1	0	0	0	0	0	0	0	0
bioentry_direct_links	0	1	0	2	0	2	0	0	0	2	2	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	2	2	0	0	-	0	2	0	0	0	0	1	0	1	1	1
biodatabase	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	-	0	0	0	0	0	0	1	0	1	0
reference	0	2	0	3	0	3	0	0	0	3	3	1	1	1	0	1	1	1	1	1	1	1	2	2	2	1	1	0	3	3	3	1	0	2	0	-	0	0	1	0	2	0	2	2	1
term	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	-	0	0	0	0	0	0	0	0
cache_corba_support	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0
ontology_relationship	0	1	1	2	0	1	0	0	1	2	1	2	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	-	1	1	1	1	1	0
term_relationship	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	-	0	0	0	0	0
bioentry_reference	0	1	0	2	0	2	0	0	0	2	2	1	1	1	0	0	1	0	0	0	1	1	2	2	2	1	1	0	2	2	2	1	0	1	0	2	0	0	1	0	-	0	2	2	0
bioentry_dbxref	0	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	-	0	1	0
comment	0	1	0	2	0	2	0	0	0	2	2	1	1	1	0	0	1	0	0	0	1	1	2	2	2	1	1	0	2	2	2	1	0	1	0	2	0	0	1	0	2	0	-	2	0
bioentry	0	3	0	5	0	2	0	0	0	2	2	1	1	1	0	0	1	0	0	0	1	2	3	3	2	2	2	0	3	2	2	1	0	1	1	2	0	0	1	0	2	1	2	-	0
bioentry_date	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	-
